Links, productName
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-aero-oc-8g-gigabyte-nvidia-geforce-8gb-gddr6-128bits-rgb-dlss-ray-tracing-gv-n406taero-oc-8gd, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-click-oc-galax-nvidia-geforce-8-gb-gddr6-dlss-ray-tracing-46isl8md8coc, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-dual-o8g-white-asus-nvidia-geforce-8gb-gddr6-dlss-ray-trancing-g-sync-90yv0j42-m0na00, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-dual-palit-nvidia-geforce-8gb-gddr6-rgb-128bit-g-sync-ray-tracing-dlss-ne6406t019p1-1060d, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-eagle-oc-gigabyte-nvidia-geforce-8-gb-gddr6-dlss-ray-tracing-gv-n406teagle-oc-8gd-g10, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-gaming-oc-8g-gigabyte-nvidia-geforce-8gb-gddr6-128bits-rgb-dlss-ray-tracing-gv-n406tgaming-oc-8gd, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-o8g-evo-oc-asus-nvidia-geforce-8gb-gddr6-dlss3-ray-tracing-g-sync, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-oc-edition-asus-tuf-gaming-nvidia-geforce-8-gb-gddr6-argb-dlss-tuf-rtx4060ti-o8g-gaming, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-pny-nvidia-geforce-verto-dual-fan-16gb-gddr6-dlss-ray-tracing-g-sync-vcg4060t16dfxpb1, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-teclab-dual-galax-nvidia-geforce-46isl8mdaboc, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-ventus-2x-black-8g-oc-msi-nvidia-geforce-8gb-gddr6-dlss-ray-tracing-g-sync, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-ventus-2x-oc-msi-nvidia-8gb-gddr6-912-v515-024, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-ventus-3x-8g-oc-msi-nvidia-geforce-8-gb-gddr6-dlss-ray-tracing, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-white-dual-palit-nvidia-geforce-8gb-gddr6-dlss-ray-tracing-g-sync-ne6406t019p1-1048l, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-windforce-oc-8g-gigabyte-nvidia-geforce-8gb-gddr6-dlss-ray-tracing-gv-n406twf2oc-8gd, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ti-xlr8-gaming-verto-epic-x-pny-nvidia-geforce-8gb-gddr6-argb-dlss-ray-tracing-g-sync-vcg4060t8tfxxpb1, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-ventus-2x-black-oc-msi-nvidia-geforce-8gb-gddr6-dlss-ray-tracing, GeForce RTX 4060
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060-xlr8-verto-epic-x-gaming-pny-nvidia-geforce-8gb-gddr6-rgb-dlss-ray-tracing-vcg40608tfxxpb1, GeForce RTX 4060
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4060ti-1-click-oc-galax-nvidia-geforce-8gb-gddr6-128-bits-46isl8md8coc, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4070-super-ex-gamer-click-oc-galax-geforce-12gb-gddr6x-dlss3-g-sync-47s0m7md7jbk, Radeon RX 7800 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4070-super-gaming-verto-oc-triple-fan-pny-nvidia-geforce-12gb-gddr6x-dlss-3-ray-tracing-vcg4070s12tfxxpb1-o, Radeon RX 7800 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4070-ti-super-gaming-verto-triple-fan-pny-nvidia-geforce-16gb-gddr6x-dlss-3-ray-tracing-vcg4070ts16tfxpb1-o, Radeon RX 7900 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4070-ti-super-gamingpro-oc-palit-nvidia-geforce-16gb-gddr6x-dlss-ray-trancing-g-sync-ned47tsh19t2-1043a, Radeon RX 7900 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4070-ti-super-gigabyte-windforce-nvidia-geforce-16gb-gddr6-dlss-ray-tracing-gv-n407tswf3oc-16gd, Radeon RX 7900 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4070-ti-super-msi-16g-ventus-2x-oc-nvidia-geforce-16gb-gddr6x-dlss-ray-tracing, Radeon RX 7900 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4070-ti-super-sg-galax-nvidia-geforce-16gb-gddr6x-dlss-ray-tracing-47uzm6md6mer, Radeon RX 7900 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4070-ti-xlr8-gaming-verto-epic-pny-nvidia-geforce-12gb-gddr6x-dlss-3-ray-tracing-rgb-triple-fan-vcg4070t12tfxxpb1, Radeon RX 7900 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4070-ventus-2x-msi-nvidia-geforce-12-gb-oc-gddr6x-dlss-3-ray-tracing,GeForce RTX 4070
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4080-super-gigabyte-gaming-oc-nvidia-geforce-16gb-gddr6-dlss-ray-tracing-gv-n408sgaming-oc-16gd, Radeon RX 7900 XTX
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4080-super-rog-strix-oc-edition-o16g-asus-nvidia-geforce-16gb-gddr6x-dlss-ray-tracing-90yv0kb0-m0na00, Radeon RX 7900 XTX
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4090-asus-nvidia-rog-strix-24-gb-gddr6x-argb-dlss-ray-tracing-rog-strix-rtx4090-o24g-gaming, GeForce RTX 4090
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4090-asus-nvidia-tuf-gaming-geforce-edition-24gb-gddr6x-dlss-ray-tracing-tuf-rtx4090-o24g-gaming, GeForce RTX 4090
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4090-asus-rog-strix-24g-btf-gaming-oc-nvidia-geforce-24gb-gddr6x-rgb-dlss-ray-tracing-90yv0jt0-m0na00, GeForce RTX 4090
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4090-rog-strix-asus-nvidia-geforce-24-gb-gddr6x-argb-dlss-ray-tracing-branco-rog-strix-rtx4090-24g-white, GeForce RTX 4090
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4090-rog-strix-asus-nvidia-geforce-24-gb-gddr6x-argb-dlss-ray-tracing-rog-strix-rtx4090-24g-gaming, GeForce RTX 4090
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4090-rog-strix-edition-asus-nvidia-geforce-24-gb-gddr6x-argb-dlss-ray-tracing-branco-rog-strix-rtx4090-o24g-white, GeForce RTX 4090
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx-4090-tuf-24g-og-gaming-oc-asus-nvidia-geforce-24gb-gddr6x-dlss-ray-tracing-g-sync-90yv0iy3-m0na00, GeForce RTX 4090
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx4060-1-click-oc-2x-teclab-lite-galax-nvidia-geforce-8gb-gddr6-g-sync-dlss-ray-tracing, GeForce RTX 4060
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rtx4060-proart-oc-edition-asus-nvidia-geforce-8gb-gddr6-dlss-ray-tracing-g-sync-90yv0jm0-m0na00, GeForce RTX 4060
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rx-6500-xt-itx-pure-gaming-oc-sapphire-pulse-amd-radeon-8gb-gddr6-ray-tracing-freesync-11314-06-20g, GeForce 6500
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rx-6600-8g-v3-dual-asus-amd-radeon-8gb-gddr6-90yv0gp3-m0na00, Radeon RX 6600
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rx-6650xt-xfx-speedster-swft210-amd-radeon-8gb-gddr6-hdmi-3xdp-2-fan-rx-665x8dfdy, Radeon RX 6650
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rx-6750xt-gaming-xfx-graphics-card-amd-radeon-12gb-gddr6-ray-tracing-fidelity-fx-rx-675tmbaf9, Radeon RX 6750 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rx-7600-challenger-asrock-amd-radeon-8gb-gddr6-90-ga41zz-00uanf, GeForce RTX 4060
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rx-7600-gaming-oc-8g-amd-radeon-gigabyte-8gb-gddr6-128bits-rgb-gv-r76gaming-oc-8gd, GeForce RTX 4060
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rx-7600-steel-legend-asrock-amd-radeon-8gb-gddr6-argb-90-ga4dzz-00uanf, GeForce RTX 4060
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rx-7600-xt-asus-amd-radeon-dual-o16g-16gb-gddr6-90yv0k21-m0na00,GeForce RTX 4060
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rx-7600-xt-asus-amd-radeon-tuf-16g-gaming-oc-16gb-gddr6-90yv0k20-m0na00, GeForce RTX 4060
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rx-7900-xt-oc-edition-tuf-gaming-asus-amd-20-gb-gddr6-argb-tuf-rx7900xt-o20g-gaming, Radeon RX 7900 XT
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-rx7600-asus-dual-radeon-8gb-gddr6-90yv0ih2-m0na00, GeForce RTX 4060
https://placasdevideo.com/placa-de-video/kabum/placa-de-video-xfx-speedster-swft-210-amd-radeon-rx-6600-core-gaming-graphics-card-8gb-gddr6-amd-rdna-2-rx-66xl8lfdq, Radeon RX 6600
